 18.855  17.533  11.355  17.593  17.866  10.103  20.083  18.840  11.120
 37.858  29.244  42.796  36.097  29.606  42.998  38.139  27.777  43.816
  1.766  44.668  29.240   2.797  45.588  28.073   0.070  45.009  28.713
  6.484  44.082  39.550   8.003  43.563  38.715   5.798  45.371  38.482
 12.612  11.235  14.565  13.551  12.652  15.184  12.358  10.189  16.019
 46.094  19.480  22.963  46.169  18.123  24.157  46.712  18.763  21.422
 27.272  15.708   8.969  28.884  15.161   9.580  26.910  14.598   7.588
 10.638  13.483   1.814   9.340  12.671   2.777  12.090  13.453   2.892
 29.761  30.854  18.030  28.661  32.267  17.775  28.961  29.886  19.332
  2.387  15.361  39.583   2.468  13.738  38.790   1.521  15.061  41.143
 34.982  15.935  28.547  36.567  15.174  28.120  35.132  16.339  30.304
 10.479  31.278   5.931  11.509  30.454   7.169   9.080  31.937   6.870
 27.607   8.653  42.669  29.305   8.418  43.245  27.563   7.851  41.048
  2.894  17.925  45.118   4.360  18.598  44.299   2.925  16.160  44.724
 31.526  34.891  42.163  31.645  33.091  42.287  30.894  35.190  40.494
 37.505  27.093  11.042  37.576  26.404   9.371  37.469  28.885  10.792
 18.218  33.827   7.998  19.674  33.575   9.041  18.787  34.935   6.685
 39.347  31.087  15.914  40.408  30.704  14.500  37.672  31.110  15.232
 30.855   5.076  21.715  32.287   4.078  22.190  29.785   3.932  20.811
 41.057  27.557  32.397  42.184  28.649  33.298  39.410  28.219  32.743
 27.947  16.658  31.951  28.351  15.879  30.369  27.777  15.276  33.106
 22.569  24.457   2.023  23.416  26.035   1.769  21.004  24.635   1.135
  7.493  23.389  38.976   7.323  22.375  37.488   8.037  25.003  38.364
 43.888   4.219   4.847  45.206   3.170   4.188  44.641   5.059   6.261
 10.632  43.804   8.370  10.034  42.822   6.973   9.962  42.972   9.829
 29.999  15.670  19.499  30.221  13.928  19.936  31.276  16.539  20.440
 35.021  14.865   5.954  33.774  14.289   7.130  35.926  16.153   6.846
 16.385   8.469  26.358  15.331   7.296  27.243  16.088  10.054  27.177
 16.766   8.935  20.978  16.090   8.902  22.655  16.548  10.646  20.434
 30.620   5.742  26.922  29.493   4.508  27.613  30.269   5.733  25.147
 12.517  30.585  10.784  13.471  29.211  11.472  11.132  30.793  11.929
  3.072   6.203  39.764   3.071   4.440  39.359   3.299   7.033  38.173
 39.335  39.008  40.773  38.726  38.279  42.313  39.006  40.778  40.948
 33.369   8.130  33.932  35.035   8.243  33.237  32.308   8.917  32.695
  7.623  19.228  35.533   8.741  19.867  34.263   6.937  17.716  34.815
 46.505  13.939  43.464  45.510  15.223  44.261  47.233  13.012  44.836
 29.774  25.269  42.769  30.442  24.852  44.398  30.235  23.870  41.719
 26.809  38.758   2.904  27.081  40.298   1.995  26.679  37.491   1.620
 13.486  41.688  28.815  15.051  41.201  28.049  12.691  42.752  27.586
 40.800  42.624  31.300  40.949  43.629  32.796  41.534  41.033  31.747
  4.936  13.470  15.144   4.898  12.271  16.498   3.447  13.116  14.182
 40.048  12.252  44.717  40.913  13.692  45.388  40.298  10.956  45.953
 32.494   1.493  39.180  32.329   2.103  37.485  34.215   0.950  39.301
 10.284   0.004  15.041  11.341  -1.443  15.286  11.390   1.418  15.267
 38.643  10.308  31.726  39.880  10.968  32.869  37.996   8.838  32.558
 31.242  30.792  37.492  30.381  32.316  37.951  32.370  31.290  36.168
 11.478  32.322  28.383  10.535  32.435  26.843  11.513  34.015  29.019
 17.370  26.191  25.300  16.108  27.357  25.866  16.764  25.610  23.697
 22.412  10.126  32.712  21.082  10.301  33.926  21.568  10.119  31.112
 40.335  41.171  18.029  40.643  41.644  19.748  40.959  42.562  17.057
 15.435  33.117  41.088  13.674  33.506  41.222  16.120  34.453  40.079
 26.378  19.409  21.531  27.054  18.892  23.127  26.963  18.157  20.363
 45.900  33.067  18.640  47.022  34.311  19.322  44.361  33.966  18.332
 17.518   6.008  14.518  16.062   5.846  15.578  17.426   7.697  13.875
 46.646  39.114  22.894  46.618  37.836  24.173  44.964  39.779  22.879
 21.832  23.978  19.386  22.742  22.561  18.727  22.395  24.122  21.099
 45.847  45.431  15.500  45.257  46.193  13.969  47.463  44.741  15.069
 40.569  22.220  32.192  41.779  22.145  30.849  40.492  23.972  32.636
  1.183  38.289  43.590  -0.508  38.932  43.602   1.212  37.064  44.921
 37.173  23.672  26.337  38.344  25.050  26.370  36.549  23.647  24.639
  4.031  34.854   9.178   5.736  35.005   9.763   3.614  36.503   8.564
 17.955  28.866  34.196  16.249  28.517  33.706  17.880  29.064  35.992
 25.295   9.779  15.112  27.054  10.201  15.150  24.606  10.827  13.809
 14.371  40.183  41.023  12.653  40.267  40.466  14.276  39.472  42.684
 33.420  16.756  37.737  33.493  18.387  38.515  31.753  16.154  38.101
 37.475  37.058  36.025  37.893  37.338  37.763  38.850  37.790  35.104
 15.214  45.010   5.667  13.872  44.287   6.641  16.722  44.509   6.532
 22.463  33.640  10.213  22.638  31.995  10.945  23.971  33.866   9.240
 34.524  23.276  32.286  33.658  24.306  31.077  36.052  22.786  31.452
 39.297  35.252  26.970  39.777  33.951  25.808  38.168  34.437  28.123
 15.444  41.398  19.165  16.476  40.009  18.637  16.619  42.622  19.794
 32.678   3.182  34.154  34.035   2.249  33.407  33.162   4.915  33.966
 18.442  40.901  33.784  17.666  39.304  34.127  19.316  40.654  32.220
 22.901  22.062  36.409  22.149  22.938  37.801  24.500  21.497  37.038
 10.264  10.310  37.116  11.142  11.469  36.039  11.403   8.918  37.306
 41.914   3.819  46.536  43.216   4.916  47.147  41.385   2.887  47.993
 36.698  19.664   8.856  36.127  19.412  10.554  35.615  20.956   8.200
 29.391  34.214  31.536  29.854  34.157  29.788  30.329  35.606  32.209
 36.101  11.690  13.445  35.148  10.162  13.617  37.018  11.829  14.998
 27.728  28.181  21.885  28.808  28.743  23.223  26.054  28.499  22.490
 13.123  27.026  35.294  11.958  27.723  36.489  12.244  27.092  33.714
  2.286  13.499   1.911   1.220  12.116   1.437   3.714  12.721   2.703
  8.220  21.932  27.120   8.480  21.839  25.333   9.860  22.278  27.800
 20.662   4.754   4.786  22.187   4.895   3.823  19.416   5.605   3.789
  2.864  34.626  46.809   2.269  34.470  48.510   2.463  33.038  46.041
 38.416  27.052   5.856  38.390  25.482   4.959  40.018  27.784   5.442
 26.360  33.206  25.869  25.212  31.948  25.258  27.983  32.411  25.798
  7.653  33.559  38.767   7.779  34.652  37.331   5.912  33.648  39.253
 42.409  10.734  35.380  42.531  10.461  37.164  42.439  12.533  35.194
 20.740  12.589   5.121  20.987  11.797   3.513  21.376  14.268   4.901
 46.866  16.855   4.402  47.267  18.415   3.581  47.795  15.606   3.481
  4.522  38.432  39.289   3.236  38.476  40.560   4.081  39.767  38.151
 22.632   5.099  14.671  23.359   6.747  14.834  20.855   5.365  14.879
 32.010  25.118   2.342  32.430  25.270   4.095  31.549  23.381   2.135
 10.505   7.320  21.732  10.997   9.036  21.441   9.533   7.379  23.257
 36.430   5.486   4.248  34.736   5.204   4.815  37.172   6.522   5.532
 44.093  46.045  28.236  44.116  47.477  29.340  42.872  44.928  28.966
 43.884  26.969  45.064  43.559  26.636  43.316  45.194  28.216  45.052
 23.670  29.317  12.519  22.833  29.240  14.121  22.966  27.946  11.573
 29.365  36.417  37.779  30.585  36.877  36.525  28.615  37.985  38.279
 23.066   0.540  17.723  21.368   0.864  18.254  23.492   1.954  16.678
 38.727   9.271  25.210  37.559   8.516  26.367  39.007  10.932  25.868
 26.580  19.533  39.418  27.021  17.884  38.819  25.567  19.227  40.884
 21.836  28.503  17.393  20.320  29.352  17.895  21.624  26.807  17.986
  9.334  31.258  15.396   8.025  32.503  15.293   8.592  29.897  16.327
 46.038  16.990   9.473  46.973  18.538   9.485  46.089  16.442   7.750
  3.314   1.860  26.423   2.414   3.231  27.184   2.874   1.946  24.670
 45.811  34.389  24.785  47.360  33.744  25.461  44.519  33.577  25.756
 37.825  23.486  14.974  37.148  21.850  14.605  38.086  24.245  13.353
 28.877  27.956  13.878  27.452  28.917  13.313  29.580  28.938  15.224
 36.201  42.806  29.532  37.802  42.639  30.357  34.985  42.476  30.830
 36.409  17.553  33.401  36.582  19.184  34.164  35.501  16.575  34.622
  5.584  18.192   7.911   4.754  16.847   7.032   4.276  18.973   8.885
  9.057  39.313  41.698   8.984  37.869  42.785   7.470  39.309  40.831
 26.672  13.058   4.472  28.404  12.802   4.020  26.066  11.409   4.904
 41.571  41.689  23.105  41.322  43.386  23.681  40.327  40.722  23.992
 21.654   9.337   9.336  21.889  10.043   7.687  21.737   7.549   9.079
  6.606   7.574  43.046   7.797   6.214  42.984   5.176   6.966  42.121
 35.799   4.702  27.312  36.031   3.580  25.912  34.013   4.979  27.381
 29.696  20.427   3.348  30.654  18.894   3.298  29.212  20.604   5.082
 27.063   2.982  28.887  25.634   3.553  29.838  26.424   2.730  27.214
 37.336  13.371  38.070  38.702  14.019  39.064  36.111  14.702  38.060
 41.826  16.978  12.394  41.164  17.961  11.027  43.548  16.666  11.936
 42.178  36.005  11.880  41.332  36.148  13.472  42.205  34.229  11.538
 40.246  27.656  26.180  41.149  28.209  27.646  41.535  27.284  24.966
  0.732  23.754  38.526  -0.946  23.528  39.163   1.279  22.086  38.089
 36.296  25.802  46.590  34.697  26.561  46.964  36.574  24.638  47.946
  1.503  21.465   1.710   2.758  22.684   2.170   2.109  20.753   0.162
  2.523   1.466  44.942   4.275   1.035  44.822   1.687   0.264  43.880
 40.163  17.839   5.074  39.428  18.591   6.546  41.885  17.528   5.535
 34.064  17.771  21.918  34.585  19.481  21.637  33.972  17.616  23.717
  6.056  46.337  18.153   7.075  47.176  16.915   5.732  44.705  17.443
 18.910  42.152  12.985  19.926  43.580  13.429  19.844  40.725  13.589
 27.426  13.070  44.855  29.185  12.938  44.453  26.672  11.627  44.067
  1.547  32.834   4.701   2.965  33.314   5.715   0.143  33.696   5.448
 15.157  42.383   0.740  14.920  43.569   2.085  13.670  42.546  -0.276
 42.287  23.452  39.155  41.220  23.401  40.615  41.585  24.763  38.125
 43.211  25.937  22.579  43.755  24.228  22.820  42.257  25.897  21.043
 20.341  45.297  36.946  19.457  44.954  38.486  20.901  43.675  36.374
 14.213  20.961  46.734  13.396  22.204  45.704  12.885  19.834  47.224
  0.239  42.143   9.974  -0.156  40.439   9.511  -0.686  43.159   8.798
 30.314  29.637   1.447  31.575  30.335   0.353  30.772  27.895   1.613
  9.187  27.861  38.662   8.132  29.292  38.325   9.918  28.208  40.279
 19.763  42.781  44.980  18.373  43.121  46.088  19.910  40.978  44.976
 29.943   5.220   9.261  30.722   4.585   7.756  28.392   4.298   9.391
  1.917   3.641   4.474   2.931   2.143   4.503   2.787   4.756   3.345
 41.351  15.024  32.668  39.568  15.263  32.852  42.075  16.607  33.160
  2.720  31.623  39.466   3.480  30.005  39.749   1.939  32.039  41.043
  1.984  21.684   9.740   2.210  22.330  11.415   2.793  22.900   8.673
 28.216  44.730  33.773  27.247  44.782  32.247  28.138  46.418  34.418
 11.009   4.255  42.234  11.744   5.251  40.915  12.375   3.934  43.375
 25.051  28.905   0.959  24.304  29.240  -0.653  26.803  29.298   0.739
 28.494  15.149  38.358  27.645  14.569  36.870  28.697  13.665  39.372
 42.395  19.258  35.992  41.646  20.301  34.718  42.486  20.319  37.453
 45.543  37.932   3.079  44.822  39.106   1.907  44.993  36.312   2.493
 28.141  25.950  29.583  27.826  26.404  31.305  29.201  24.488  29.686
 46.170  17.509  18.097  44.752  18.419  17.439  45.663  15.774  18.038
 34.759   2.016  23.078  36.075   1.596  21.910  34.044   0.423  23.549
 11.797  22.079  41.533  12.240  20.326  41.475  10.643  22.300  40.157
 10.174  43.287  35.209  11.961  43.460  34.986   9.467  43.806  33.628
 38.430   5.244  34.729  38.235   3.466  35.000  38.150   5.984  36.356
  5.547  14.374  33.775   4.287  14.254  32.483   7.029  13.651  33.032
 37.314   6.708  45.392  37.168   6.055  47.072  39.086   6.998  45.170
 13.260  14.326  35.399  14.497  14.738  36.652  12.099  15.713  35.434
 42.073  33.777   2.552  41.321  33.907   0.913  42.068  32.004   2.914
 12.829  23.860   7.515  11.044  23.600   7.376  13.335  24.414   5.870
 37.563   2.233  18.867  36.699   2.835  17.396  38.622   0.900  18.256
 29.477  40.036   7.093  28.474  39.640   5.641  31.118  39.381   6.704
 39.988  33.481  44.973  39.767  31.865  44.191  38.494  34.403  44.537
 15.681   3.249  45.068  17.302   4.012  45.319  15.071   2.922  46.739
 30.905  40.882  13.112  29.129  40.989  13.438  31.662  40.784  14.752
 23.081   4.163  32.465  21.715   3.874  31.314  23.000   5.933  32.828
 35.632  32.676  34.625  35.669  32.518  32.824  36.467  34.246  34.960
 38.533  42.305   0.824  37.009  41.332   0.881  38.341  43.526   2.145
 30.301   0.855  14.146  31.173  -0.452  13.251  29.210   1.600  12.910
  3.348  30.668  12.493   3.462  31.015  14.264   3.315  32.299  11.712
 11.635  34.927   2.381  12.389  36.095   3.537  11.599  33.358   3.281
 40.139  46.096  15.719  41.891  46.137  15.273  39.265  46.250  14.143
  0.261  28.849  21.882  -1.349  28.066  22.142  -0.119  30.396  21.027
  7.718  36.516  46.296   8.745  36.332  47.774   6.208  35.597  46.676
 12.770   5.056  17.303  12.732   5.450  19.068  11.221   5.728  16.655
 42.309  38.580  33.465  43.588  38.577  34.745  42.896  37.392  32.234
  5.242  25.457   0.994   5.983  24.520  -0.364   6.627  26.349   1.739
 10.867  40.845  22.583  11.938  41.447  21.256  11.969  39.900  23.662
 15.110  21.951  15.775  14.808  23.066  14.383  13.517  21.146  16.065
 14.888  13.756   5.591  14.964  12.517   6.905  16.616  14.045   5.140
 11.065  32.771  23.110   9.359  32.988  22.547  11.698  31.398  22.117
 29.247  20.692   8.410  28.959  18.922   8.647  27.899  21.495   9.310
 17.963  29.421  39.189  17.585  30.764  40.340  16.879  28.067  39.702
  3.778  33.491  26.347   4.132  32.095  27.441   4.459  34.927  27.209
 13.777  33.291  15.945  12.134  32.564  15.734  14.399  33.502  14.259
 38.424  18.362  41.443  37.041  17.372  42.060  37.994  20.063  41.881
  2.900  12.242   7.299   2.301  11.188   8.641   1.403  12.742   6.413
 28.999  41.715  45.261  29.129  43.022  44.017  28.507  40.247  44.326
 22.050  32.158   4.206  23.194  33.053   5.284  23.114  31.341   2.993
 42.743  28.528   3.389  42.787  27.407   1.970  44.326  28.265   4.224
  4.442  25.022   7.286   5.522  24.034   6.224   5.573  26.057   8.246
  3.667  39.039   3.700   3.700  40.234   2.343   1.919  38.611   3.885
  4.474  45.995   4.760   6.060  45.956   3.891   4.819  45.237   6.366
  3.020  22.812  23.442   1.682  21.681  23.891   4.450  21.739  23.169
 17.161  19.110   3.618  16.303  19.322   5.196  16.296  20.218   2.479
 26.858  41.099  37.302  26.613  42.273  38.655  27.065  42.135  35.834
 46.608   9.913   0.256  44.848   9.542   0.445  47.227   8.624  -0.851
 32.747   7.336  13.247  33.616   5.864  13.840  31.688   6.730  11.912
 12.704   1.730  31.888  14.234   1.947  32.827  12.378  -0.048  31.955
 43.489  13.930  15.836  42.313  14.893  14.855  42.552  12.477  16.368
 32.751  29.868  42.299  32.514  29.534  40.538  31.986  28.458  43.135
  4.525  30.160  31.071   3.175  31.098  31.826   4.038  28.429  31.266
  1.766  28.976  45.672   2.112  28.331  44.018   2.726  27.918  46.781
 21.204  37.372  13.304  22.800  37.288  14.151  21.442  36.409  11.792
 27.898   0.842  20.428  26.549   0.138  19.449  29.076  -0.518  20.621
 44.457  22.200  28.633  45.287  23.487  27.671  45.801  21.174  29.274
  7.556  43.945  26.101   8.355  43.517  24.536   5.786  43.911  25.730
 24.410  39.763  19.633  22.847  39.757  20.543  25.667  39.421  20.888
 40.568   9.892  16.596  40.402   9.276  18.289  41.236   8.490  15.668
  6.819  37.613  28.625   8.015  37.119  29.889   7.640  38.946  27.719
 37.232   8.194  20.371  36.481   6.554  20.230  37.700   8.329  22.113
 14.589  43.861  33.138  16.197  43.180  33.608  14.074  42.867  31.717
  1.925   1.558  21.243   2.065   3.328  20.899   3.178   0.791  20.188
 23.491  13.946  13.033  25.074  14.728  12.637  22.482  14.190  11.551
 11.356   7.064  32.443  10.509   7.047  34.042  11.656   5.319  32.071
 28.337  22.845  15.245  29.100  23.487  16.754  27.963  24.318  14.264
  7.494  23.112  44.113   7.097  22.200  42.602   9.224  23.600  43.906
 31.339   5.346  43.262  31.674   4.262  41.853  32.865   6.292  43.480
 18.341  32.815  30.872  19.994  33.414  30.450  18.632  31.473  32.050
 36.759  18.567  13.885  35.004  18.473  14.313  37.520  17.196  14.786
 34.113  10.673  46.217  33.780   9.897  47.817  35.745  10.051  45.743
 13.151   4.137  27.424  11.457   4.384  26.840  12.963   3.328  29.031
 41.630  30.532  11.505  43.213  29.668  11.644  40.791  29.721  10.123
  8.114  11.036   6.109   6.344  10.664   6.125   8.478  11.583   7.794
 42.913   6.363  40.849  43.947   5.593  42.118  43.018   8.136  41.191
 17.851   1.466  33.829  18.509  -0.114  34.413  18.246   2.637  35.150
 26.421   3.004  41.322  26.197   1.845  39.951  26.615   4.616  40.525
 32.480  41.658  19.657  32.629  42.737  21.101  32.932  40.017  20.268
 17.728  44.578  41.002  16.294  43.533  40.651  18.254  44.083  42.660
 42.539   5.241  19.776  41.049   5.379  18.759  43.016   3.500  19.648
 26.159  45.167  11.479  25.491  46.848  11.468  25.752  44.528  13.122
 24.767  43.426  30.030  23.958  44.523  28.841  23.554  42.120  30.341
 21.394  10.361   0.404  21.697  11.491  -0.976  19.766   9.653   0.061
 28.372   6.971  37.272  30.169   7.096  37.103  27.772   6.738  35.582
 14.579  36.345  11.043  15.586  37.815  10.728  15.284  35.073   9.967
 43.163  31.360  28.654  44.252  29.978  29.077  43.665  32.691  29.770
 14.609  10.160  10.037  16.315  10.469  10.553  13.599  10.927  11.327
  0.600  13.388  12.626   0.170  14.764  11.533  -0.790  13.273  13.778
 11.701  28.057  19.794  10.168  27.957  18.839  11.780  26.489  20.691
 17.373   3.391  39.370  18.180   4.297  40.711  17.481   1.655  39.866
 17.902  34.902   1.768  17.293  36.321   2.710  18.764  33.884   2.990
 23.379  29.060  24.439  21.858  29.331  23.499  22.874  28.022  25.832
 34.291   9.128  38.664  33.640   9.194  36.978  35.370  10.574  38.790
 35.463  15.489  44.202  34.954  16.216  45.779  36.734  14.282  44.649
 46.244  15.263  26.300  44.560  15.601  26.866  46.083  13.805  25.242
 46.639  44.884  42.548  47.502  44.557  40.993  46.017  43.268  43.071
  8.482  46.649   1.387   8.032  47.245  -0.261   9.562  45.231   1.077
  6.513  34.247  22.032   5.428  33.864  23.428   6.507  36.053  21.935
 46.194   4.534  28.442  44.793   3.657  29.177  45.437   5.762  27.350
 40.964  16.417  21.300  40.997  16.462  23.108  40.931  18.156  20.804
 46.205  28.040  10.860  47.579  29.082  11.406  46.307  28.066   9.054
 31.211  45.259   2.508  30.845  44.469   0.922  29.596  45.776   3.140
 15.165  25.296  12.181  14.616  24.566  10.620  16.890  25.754  11.886
 32.398  37.605  34.014  32.721  39.381  33.899  33.914  36.914  34.719
 32.781  36.808   4.600  34.467  36.471   5.161  31.833  35.357   5.118
  0.023   6.135  44.059   0.732   4.674  44.856   1.102   6.447  42.641
 22.839  26.232  28.393  21.836  25.775  29.827  24.545  26.158  28.991
 11.148  12.071  19.673  10.251  13.302  20.647  12.873  12.613  19.734
 29.190   6.817   0.992  27.435   6.820   0.554  30.001   5.975  -0.389
 26.254  20.925  46.625  27.159  20.649  48.167  24.870  21.990  47.096
 18.730  11.252  13.189  19.745  10.372  11.977  19.864  12.433  13.958
 24.324  20.892  30.890  24.174  21.781  32.459  25.233  19.385  31.308
  1.736  19.393  30.876   2.146  19.279  32.634   3.069  18.499  30.041
 42.284   0.705  42.461  44.014   0.308  42.813  41.983   2.249  43.354
 34.296  23.413  21.671  35.365  24.234  20.465  32.616  23.743  21.086
  0.833  18.446  35.716  -0.791  17.923  35.116   1.380  17.091  36.783
 23.336  43.164  15.320  24.034  42.022  16.537  23.374  44.777  16.138
 10.731  28.238  43.630  10.159  27.652  45.243  10.723  30.042  43.775
 18.996  44.441  21.740  20.503  44.841  22.658  19.082  45.472  20.257
 13.419   7.789   3.828  13.839   7.108   5.450  12.802   9.453   4.180
 20.720  24.768  32.733  21.842  24.412  34.106  19.828  26.255  33.249
 43.386   6.810  24.961  41.890   7.768  25.302  43.157   6.195  23.276
 23.840  11.851  19.895  23.672  10.962  18.328  22.837  13.341  19.680
  3.655  42.493  22.170   2.224  41.492  22.641   2.944  43.953  21.373
  8.592  21.884   5.242   7.740  20.469   5.979   9.311  21.235   3.714
  0.379  45.638   2.002   1.780  45.366   3.114   1.005  46.793   0.759
 18.730  14.856  31.221  19.135  16.092  29.964  18.907  15.733  32.793
 45.975  35.307  31.453  47.329  34.791  32.537  46.722  36.524  30.343
 10.662  23.177  21.336   9.137  22.258  21.015  11.905  21.899  21.643
 39.564  39.214   8.692  38.429  40.346   9.532  40.652  38.608  10.004
 43.247  29.151  39.409  43.922  29.028  37.735  41.471  29.392  39.165
 44.398   0.816  11.605  45.490   2.053  10.864  44.121  -0.391  10.287
 33.993  31.728  15.272  33.854  33.156  14.171  33.021  32.183  16.729
  6.915  39.089  20.643   5.879  40.432  21.271   8.544  39.398  21.366
 44.255   2.500  37.164  43.713   1.514  38.580  43.679   4.175  37.531
 23.479  28.349  35.896  25.214  27.869  36.075  22.821  28.311  37.580
 25.855  34.444   6.531  26.142  36.109   5.887  27.512  33.765   6.789
 39.871   0.932   6.573  38.348   0.268   5.856  40.457   2.136   5.356
 15.703  36.364  33.280  15.777  36.065  35.062  16.634  34.994  32.551
 21.705   3.689  43.858  22.585   2.131  44.116  22.638   4.527  42.555
  0.013   7.639  14.117   0.133   9.358  13.567   1.302   6.775  13.189
  4.740  41.481  15.969   3.010  40.956  15.911   5.495  40.419  17.223
 16.873  29.676  18.407  15.893  30.891  17.493  15.765  28.261  18.611
 38.324  43.874  42.613  37.590  43.712  44.258  39.601  45.140  42.809
 29.667  29.639  26.535  29.184  28.441  27.801  31.430  29.922  26.827
 33.096  42.540  33.696  33.957  43.300  35.094  31.624  43.564  33.459
 17.708   0.577  17.554  17.479   1.656  16.121  16.395   1.060  18.700
  0.120  27.995   6.000   1.079  29.482   5.621   1.251  26.626   5.655
 33.695  23.755   7.141  33.471  25.302   8.051  32.285  22.733   7.629
  1.011  26.111  33.718   1.599  25.413  35.279   0.208  24.726  32.875
